P,N,E,Z,D
20666,2065283.553,6578487.161,176.804,WSE
20667,2065283.18,6578485.069,176.769,WSE
20668,2065283.201,6578482.598,176.761,WSE
20669,2065282.771,6578479.681,176.807,WSE
20670,2065282.31,6578476.425,176.811,WSE
20671,2065281.971,6578472.919,176.852,WSE
20672,2065281.85,6578469.257,176.797,WSE
20673,2065281.865,6578465.41,176.746,WSE
20674,2065281.793,6578461.412,176.746,WSE
20675,2065281.794,6578457.345,176.784,WSE
20676,2065282.022,6578453.096,176.817,WSE
20677,2065282.594,6578448.764,176.846,WSE
20678,2065282.711,6578444.497,176.813,WSE
20679,2065282.4,6578440.702,176.798,WSE
20680,2065282.702,6578436.889,176.81,WSE
20681,2065283.082,6578432.897,176.818,WSE
20682,2065283.389,6578428.78,176.792,WSE
20683,2065283.859,6578424.509,176.787,WSE
20684,2065284.147,6578420.156,176.791,WSE
20685,2065284.407,6578415.85,176.809,WSE
20686,2065284.958,6578411.573,176.765,WSE
20687,2065284.937,6578407.391,176.813,WSE
20688,2065284.351,6578403.223,176.797,WSE
20689,2065283.412,6578399.024,176.801,WSE
20690,2065283.532,6578394.561,176.796,WSE
20691,2065283.474,6578390.146,176.775,WSE
20692,2065282.572,6578385.648,176.737,WSE
20693,2065281.663,6578381.152,176.783,WSE
20694,2065281.512,6578376.449,176.797,WSE
20695,2065280.861,6578371.548,176.79,WSE
20696,2065280.337,6578366.788,176.778,WSE
20697,2065280.072,6578361.988,176.848,WSE
20698,2065279.569,6578357.114,176.84,WSE
20699,2065279.473,6578352.541,176.752,WSE
20700,2065279.905,6578348.08,176.789,WSE
20701,2065279.626,6578343.365,176.802,WSE
20702,2065279.528,6578338.877,176.767,WSE
20703,2065279.399,6578334.346,176.827,WSE
20704,2065278.969,6578329.984,176.82,WSE
20705,2065277.678,6578326.373,176.766,WSE
20707,2065273.91,6578321.191,176.824,WSE
20708,2065271.659,6578318.778,176.801,WSE
20709,2065269.307,6578316.158,176.822,WSE
20710,2065266.658,6578313.927,176.857,WSE
20711,2065263.999,6578311.725,176.815,WSE
20712,2065261.175,6578309.353,176.833,WSE
20714,2065256.171,6578303.982,176.818,WSE
20715,2065253.218,6578302.181,176.902,WSE
20716,2065250.196,6578300.398,176.789,WSE
20717,2065247.3,6578298.687,176.878,WSE
20719,2065241.61,6578295.596,176.904,WSE
20720,2065238.784,6578294.447,176.859,WSE
20721,2065236.223,6578293.814,176.846,WSE
20722,2065234.084,6578293.807,176.882,WSE
20723,2065232.753,6578294.126,176.836,WSE
20724,2065236.4,6578305.891,176.841,WSE
20725,2065234.7,6578305.428,176.832,WSE
20726,2065233.252,6578305.065,176.846,WSE
20727,2065231.471,6578305.107,176.806,WSE
20728,2065230.664,6578306.291,176.806,WSE
20729,2065230.341,6578307.429,176.844,WSE
20730,2065229.083,6578309.406,176.834,WSE
20732,2065227.921,6578316.158,176.835,WSE
20733,2065227.311,6578320.448,176.839,WSE
20734,2065226.425,6578325.279,176.832,WSE
20735,2065225.68,6578330.159,176.797,WSE
20736,2065224.93,6578335.226,176.762,WSE
20737,2065224.307,6578340.447,176.852,WSE
20738,2065223.6,6578346.048,176.831,WSE
20739,2065223.365,6578351.817,176.803,WSE
20740,2065223.005,6578357.433,176.782,WSE
20741,2065222.365,6578362.844,176.834,WSE
20742,2065221.916,6578368.42,176.813,WSE
20743,2065221.93,6578373.818,176.799,WSE
20744,2065221.677,6578378.949,176.811,WSE
20745,2065221.189,6578383.98,176.815,WSE
20746,2065221.409,6578389.228,176.785,WSE
20747,2065220.938,6578394.216,176.79,WSE
20748,2065220.012,6578398.846,176.813,WSE
20749,2065219.885,6578403.716,176.789,WSE
20750,2065219.896,6578408.275,176.809,WSE
20751,2065219.602,6578412.473,176.816,WSE
20752,2065218.949,6578416.144,176.82,WSE
20753,2065218.179,6578419.1,176.81,WSE
20754,2065218.049,6578421.997,176.809,WSE
20755,2065218.965,6578425.14,176.864,WSE
20756,2065218.698,6578427.815,176.83,WSE
20757,2065218.132,6578430.644,176.824,WSE
20758,2065218.131,6578433.769,176.849,WSE
20759,2065218.487,6578437.075,176.814,WSE
20760,2065218.629,6578440.386,176.836,WSE
20761,2065218.19,6578444.048,176.814,WSE
20762,2065216.969,6578446.828,176.872,WSE
20763,2065215.389,6578448.471,176.846,WSE
20764,2065214.183,6578449.199,176.865,WSE
20765,2065213.424,6578450.348,176.855,WSE
20766,2065211.75,6578451.958,176.818,WSE
20767,2065210.045,6578453.06,176.808,WSE
20768,2065207.826,6578453.805,176.835,WSE
20769,2065205.337,6578454.426,176.825,WSE
20770,2065202.639,6578454.404,176.865,WSE
20771,2065201.286,6578452.826,176.83,WSE
20772,2065201.398,6578451.664,176.814,WSE
20773,2065200.329,6578450.303,176.816,WSE
20774,2065199.354,6578448.167,176.856,WSE
20775,2065198.094,6578445.562,176.878,WSE
20776,2065197.218,6578442.773,176.858,WSE
20777,2065196.31,6578439.847,176.866,WSE
20778,2065194.349,6578437.316,176.896,WSE
20779,2065191.905,6578436.15,176.881,WSE
20780,2065189.792,6578433.373,176.865,WSE
20781,2065187.281,6578431.768,176.829,WSE
20782,2065184.011,6578429.836,176.852,WSE
20783,2065180.807,6578427.897,176.821,WSE
20784,2065177.3,6578426.739,176.799,WSE
20785,2065174.002,6578425.612,176.815,WSE
20786,2065171.143,6578423.527,176.821,WSE
20787,2065169.749,6578421.089,176.858,WSE
20788,2065169.481,6578418.809,176.837,WSE
20789,2065169.017,6578417.036,176.817,WSE
20790,2065167.966,6578414.664,176.857,WSE
20791,2065167.101,6578411.572,176.863,WSE
20792,2065166.058,6578408.293,176.823,WSE
20793,2065165.042,6578404.888,176.877,WSE
20794,2065163.77,6578402.012,176.864,WSE
20795,2065162.606,6578399.686,176.824,WSE
20796,2065161.535,6578397.889,176.846,WSE
20797,2065160.622,6578396.537,176.844,WSE
20798,2065159.99,6578394.135,176.823,WSE
20799,2065159.273,6578391.646,176.824,WSE
20800,2065158.439,6578389.085,176.815,WSE
20801,2065157.22,6578386.31,176.811,WSE
20802,2065155.804,6578383.331,176.854,WSE
20803,2065154.333,6578380.399,176.823,WSE
20804,2065152.73,6578377.56,176.812,WSE
20805,2065151.202,6578374.389,176.84,WSE
20806,2065149.555,6578371.181,176.823,WSE
20807,2065147.94,6578368.179,176.83,WSE
20808,2065146.42,6578365.291,176.827,WSE
20809,2065145.959,6578362.672,176.832,WSE
20810,2065146.623,6578360.422,176.844,WSE
20811,2065147.608,6578359.014,176.85,WSE
20812,2065148.518,6578358.108,176.84,WSE
20813,2065149.405,6578356.696,176.827,WSE
20814,2065149.988,6578353.796,176.812,WSE
20815,2065150.9,6578351.264,176.811,WSE
20817,2065154.287,6578346.394,176.819,WSE
20818,2065156.879,6578344.783,176.805,WSE
20819,2065159.404,6578343.604,176.781,WSE
20820,2065161.906,6578343.003,176.787,WSE
20821,2065164.623,6578342.31,176.767,WSE
20822,2065167.681,6578341.824,176.765,WSE
20823,2065170.838,6578341.962,176.777,WSE
20824,2065174.164,6578342.287,176.785,WSE
20825,2065177.664,6578342.875,176.785,WSE
20826,2065181.198,6578343.784,176.816,WSE
20827,2065185.091,6578344.806,176.822,WSE
20828,2065189.228,6578345.761,176.803,WSE
20829,2065193.306,6578346.913,176.8,WSE
20830,2065197.265,6578348.331,176.821,WSE
20831,2065201.174,6578349.866,176.827,WSE
20832,2065205.016,6578351.641,176.867,WSE
20833,2065208.987,6578353.205,176.852,WSE
20834,2065212.713,6578354.707,176.868,WSE
20835,2065215.926,6578356.37,176.833,WSE
20836,2065219.139,6578357.824,176.805,WSE
20837,2065222.378,6578359.204,176.81,WSE
20838,2065225.725,6578360.448,176.85,WSE
20839,2065228.658,6578361.792,176.818,WSE
20840,2065231.388,6578363.186,176.891,WSE
20842,2065238.374,6578366.247,176.781,WSE
20843,2065240.537,6578368.731,176.805,WSE
20844,2065241.09,6578371.467,176.843,WSE
20845,2065241.629,6578374.18,176.868,WSE
20846,2065242.223,6578377.622,176.802,WSE
20847,2065242.715,6578381.386,176.818,WSE
20848,2065242.777,6578385.663,176.837,WSE
20849,2065243.002,6578390.251,176.818,WSE
20850,2065242.779,6578394.688,176.784,WSE
20851,2065243.159,6578399.408,176.799,WSE
20852,2065243.469,6578404.196,176.777,WSE
20853,2065243.433,6578409.135,176.801,WSE
20854,2065243.493,6578413.966,176.813,WSE
20855,2065243.66,6578418.725,176.788,WSE
20856,2065243.637,6578423.472,176.829,WSE
20857,2065244.081,6578428.366,176.769,WSE
20858,2065244.17,6578433.115,176.761,WSE
20859,2065243.494,6578437.64,176.847,WSE
20860,2065242.866,6578442.313,176.847,WSE
20861,2065241.986,6578446.701,176.754,WSE
20862,2065240.857,6578450.963,176.821,WSE
20863,2065239.219,6578453.989,176.773,WSE
20864,2065195.425,6578428.952,176.831,WSE
20865,2065191.907,6578427.343,176.771,WSE
20866,2065188.359,6578426.132,176.843,WSE
20867,2065184.265,6578424.975,176.78,WSE
20868,2065180.113,6578424.053,176.793,WSE
20869,2065175.894,6578423.544,176.836,WSE
20870,2065171.185,6578423.413,176.825,WSE
20871,2065166.457,6578422.628,176.786,WSE
20872,2065161.857,6578421.903,176.842,WSE
20873,2065157.387,6578422.015,176.834,WSE
20874,2065153.021,6578421.609,176.781,WSE
20875,2065148.751,6578420.745,176.875,WSE
20876,2065144.741,6578419.5,176.843,WSE
20877,2065140.833,6578418.524,176.789,WSE
20878,2065136.789,6578417.499,176.795,WSE
20879,2065133.489,6578415.961,176.795,WSE
20880,2065132.092,6578414.762,176.765,WSE
20881,2065132.672,6578414.566,176.788,WSE
20882,2065134.998,6578414.394,176.865,WSE
20883,2065135.325,6578413.474,176.831,WSE
20884,2065135.277,6578411.18,176.82,WSE
20885,2065134.81,6578407.801,176.764,WSE
20886,2065133.833,6578404.069,176.836,WSE
20887,2065132.038,6578400.32,176.811,WSE
20888,2065129.655,6578397.5,176.808,WSE
20889,2065127.486,6578394.667,176.759,WSE
20890,2065125.208,6578391.264,176.831,WSE
20891,2065123.962,6578387.052,176.859,WSE
20892,2065122.962,6578383.111,176.753,WSE
20893,2065121.747,6578378.99,176.799,WSE
20894,2065120.931,6578374.96,176.804,WSE
20895,2065119.851,6578370.965,176.796,WSE
20896,2065118.453,6578367.121,176.759,WSE
20897,2065116.665,6578363.313,176.811,WSE
20898,2065115.026,6578359.98,176.796,WSE
20899,2065110.827,6578358.122,176.805,WSE
20900,2065106.907,6578359.614,176.779,WSE
20901,2065104.862,6578361.075,176.811,WSE
20902,2065103.372,6578362.1,176.767,WSE
20903,2065101.801,6578363.072,176.778,WSE
20904,2065099.13,6578364.956,176.766,WSE
20905,2065095.974,6578368.13,176.732,WSE
20906,2065092.796,6578371.865,176.758,WSE
20907,2065089.653,6578376.337,176.723,WSE
20908,2065086.502,6578380.925,176.695,WSE
20909,2065083.422,6578385.451,176.709,WSE
20910,2065080.827,6578390.033,176.782,WSE
20911,2065078.333,6578394.843,176.737,WSE
20912,2065076.321,6578399.362,176.72,WSE
20913,2065074.879,6578403.616,176.743,WSE
20914,2065074.058,6578404.328,176.825,WSE
20917,2065071.686,6578400.782,176.759,WSE
20918,2065070.658,6578399.683,176.756,WSE
20921,2065065.981,6578393.869,176.716,WSE
20922,2065063.998,6578391.229,176.73,WSE
20923,2065062.939,6578388.429,176.707,WSE
20924,2065062.948,6578384.954,176.717,WSE
20925,2065063.22,6578381.664,176.662,WSE
20926,2065063.647,6578378.72,176.677,WSE
20927,2065063.687,6578375.756,176.707,WSE
20928,2065063.588,6578372.648,176.707,WSE
20929,2065063.703,6578369.243,176.701,WSE
20930,2065063.618,6578365.587,176.677,WSE
20931,2065063.415,6578361.764,176.706,WSE
20936,2065055.866,6578359.526,176.71,WSE
20937,2065053.389,6578361.544,176.697,WSE
20938,2065051.131,6578364.111,176.705,WSE
20939,2065048.688,6578367.063,176.68,WSE
20940,2065046.014,6578370.417,176.69,WSE
20941,2065043.187,6578374.181,176.719,WSE
20942,2065040.567,6578378.146,176.712,WSE
20943,2065038.249,6578381.973,176.694,WSE
20944,2065036.49,6578385.702,176.722,WSE
20945,2065034.9,6578389.402,176.674,WSE
20946,2065033.614,6578392.755,176.694,WSE
20947,2065030.355,6578395.123,176.722,WSE
20948,2065027.648,6578397.222,176.67,WSE
20949,2065025.626,6578399.668,176.662,WSE
20950,2065023.763,6578402.478,176.716,WSE
20951,2065020.831,6578404.643,176.677,WSE
20952,2065018.432,6578406.36,176.686,WSE
20953,2065016.505,6578409.739,176.676,WSE
20954,2065014.437,6578412.703,176.678,WSE
20955,2065012.26,6578415.612,176.729,WSE
20956,2065011.217,6578419.251,176.645,WSE
20957,2065010.509,6578422.264,176.653,WSE
20958,2065008.609,6578425.341,176.663,WSE
20959,2065006.415,6578427.9,176.705,WSE
20960,2065004.344,6578430.221,176.654,WSE
20961,2065002.425,6578432.192,176.707,WSE
20962,2065000.94,6578432.783,176.709,WSE
20963,2064999.987,6578434.792,176.647,WSE
20964,2064999.263,6578437.707,176.687,WSE
20965,2064997.978,6578438.339,176.629,WSE
20966,2064996.471,6578437.995,176.744,WSE
20967,2064995.339,6578436.827,176.72,WSE
20968,2064994.186,6578435.411,176.698,WSE
20969,2064992.449,6578434.169,176.678,WSE
20970,2064990.341,6578432.934,176.65,WSE
20971,2064988.884,6578430.458,176.7,WSE
20972,2064986.288,6578428.493,176.646,WSE
20973,2064982.945,6578428.319,176.699,WSE
20974,2064980.1,6578427.959,176.67,WSE
20975,2064976.714,6578426.895,176.696,WSE
20976,2064972.879,6578427.193,176.677,WSE
20977,2064969.574,6578428.45,176.658,WSE
20978,2064966.013,6578430.122,176.71,WSE
20979,2064962.614,6578432.571,176.68,WSE
20980,2064958.87,6578435.205,176.762,WSE
20981,2064955.745,6578438.921,176.704,WSE
20982,2064952.448,6578442.271,176.64,WSE
20983,2064948.823,6578445.247,176.711,WSE
20984,2064945.441,6578447.577,176.671,WSE
20985,2064942.54,6578448.96,176.736,WSE
20986,2064941.156,6578448.857,176.712,WSE
20987,2064940.812,6578449.231,176.728,WSE
20988,2064940.593,6578449.998,176.736,WSE
20989,2064942,6578449.353,176.723,WSE
20990,2064941.616,6578448.28,176.707,WSE
20991,2064941.071,6578446.571,176.682,WSE
20992,2064939.501,6578444.811,176.693,WSE
20993,2064937.419,6578444.335,176.677,WSE
20994,2064935.029,6578443.196,176.677,WSE
20995,2064932.353,6578442.163,176.693,WSE
20996,2064929.35,6578441.361,176.686,WSE
20997,2064926.221,6578441.7,176.68,WSE
20998,2064923.16,6578442.557,176.656,WSE
20999,2064920.137,6578443.733,176.741,WSE
21000,2064917.02,6578444.399,176.725,WSE
21001,2064914.561,6578442.201,176.665,WSE
21002,2064914.038,6578439.7,176.741,WSE
21003,2064915.105,6578438.422,176.676,WSE
21004,2064916.309,6578438.498,176.699,WSE
21005,2064916.334,6578437.322,176.717,WSE
21006,2064917.239,6578435.221,176.646,WSE
21007,2064918.304,6578432.43,176.696,WSE
21008,2064920.069,6578428.975,176.722,WSE
21009,2064922.119,6578425.358,176.612,WSE
21010,2064924.232,6578421.383,176.708,WSE
21011,2064927.562,6578418.115,176.578,WSE
21012,2064930.788,6578418.433,176.616,WSE
21013,2064933.746,6578417.147,176.691,WSE
21014,2064937.419,6578416.255,176.6,WSE
21015,2064941.573,6578416.126,176.695,WSE
21016,2064946.369,6578415.513,176.651,WSE
21017,2064951.26,6578414.853,176.633,WSE
21018,2064956.129,6578414.535,176.691,WSE
21019,2064961.238,6578414.627,176.682,WSE
21020,2064966.093,6578414.129,176.652,WSE
21021,2064970.64,6578413.167,176.675,WSE
21022,2064975.488,6578412.256,176.688,WSE
21023,2064980.275,6578411.386,176.636,WSE
21024,2064984.841,6578410.369,176.64,WSE
21025,2064989.507,6578409.148,176.662,WSE
21026,2064994.696,6578407.868,176.704,WSE
21027,2064999.767,6578406.393,176.656,WSE
21028,2065004.765,6578404.766,176.632,WSE
21029,2065009.868,6578403.212,176.667,WSE
21030,2065015.068,6578401.123,176.646,WSE
21031,2065020.44,6578400.419,176.626,WSE
21032,2065025.562,6578399.919,176.625,WSE
21033,2065030.53,6578398.933,176.666,WSE
21034,2065035.52,6578396.993,176.651,WSE
21035,2065040.257,6578395.354,176.65,WSE
21036,2065044.886,6578394.355,176.626,WSE
21037,2065049.293,6578393.53,176.656,WSE
21038,2065053.66,6578391.883,176.625,WSE
21039,2065057.462,6578391.274,176.639,WSE
21040,2065060.839,6578390.197,176.672,WSE
21041,2065063.841,6578389.311,176.668,WSE
21042,2065066.542,6578388.412,176.69,WSE
21043,2065069.38,6578387.631,176.685,WSE
21044,2065072.279,6578387.292,176.69,WSE
21045,2065075.134,6578387.533,176.715,WSE
21046,2065077.414,6578388.238,176.655,WSE
21047,2065079.102,6578389.499,176.745,WSE
21048,2065080.727,6578390.822,176.749,WSE
21049,2065082.724,6578391.954,176.756,WSE
21050,2065084.652,6578392.95,176.706,WSE
21051,2065086.404,6578394.098,176.783,WSE
21052,2065088.455,6578394.961,176.773,WSE
21053,2065089.983,6578396.316,176.763,WSE
21054,2065090.934,6578398.105,176.792,WSE
21055,2065092.608,6578399.511,176.79,WSE
21056,2065094.6,6578400.993,176.776,WSE
21057,2065096.363,6578402.714,176.796,WSE
21058,2065099.278,6578403.926,176.79,WSE
21059,2065102.42,6578405.07,176.771,WSE
21060,2065105.784,6578406.304,176.81,WSE
21061,2065109.633,6578407.004,176.781,WSE
21062,2065113.143,6578407.983,176.747,WSE
21063,2065116.563,6578408.626,176.793,WSE
21064,2065119.146,6578407.801,176.784,WSE
21065,2065120.594,6578406.895,176.808,WSE
21066,2065121.476,6578405.669,176.824,WSE
21067,2065121.859,6578404.956,176.756,WSE
21068,2065123.006,6578403.479,176.821,WSE
21069,2065123.571,6578400.67,176.792,WSE
21070,2065123.632,6578397.393,176.771,WSE
21071,2065122.784,6578393.361,176.802,WSE
21072,2065121.662,6578388.997,176.788,WSE
21073,2065119.7,6578384.922,176.812,WSE
21074,2065117.001,6578381.032,176.783,WSE
21075,2065114.866,6578377.148,176.764,WSE
21076,2065112.624,6578373.367,176.776,WSE
21077,2065110.365,6578370.115,176.809,WSE
21078,2065107.674,6578367.489,176.805,WSE
21079,2065104.798,6578365.489,176.817,WSE
21080,2065101.348,6578364.313,176.79,WSE
21081,2065098.228,6578364.1,176.745,WSE
21082,2065095.609,6578363.01,176.796,WSE
21083,2065092.096,6578362.49,176.757,WSE
21084,2065087.882,6578361.684,176.747,WSE
21085,2065083.124,6578360.833,176.793,WSE
21089,2065057.999,6578359.198,176.723,WSE
21091,2065043.57,6578357.812,176.662,WSE
21092,2065036.534,6578357.713,176.644,WSE
21093,2065029.54,6578357.703,176.724,WSE
21094,2065023.046,6578357.117,176.688,WSE
21095,2065017.095,6578356.186,176.697,WSE
21096,2065011.617,6578355.439,176.704,WSE
21098,2065001.531,6578354.357,176.691,WSE
21099,2064996.882,6578353.854,176.714,WSE
21100,2064992.36,6578353.518,176.704,WSE
21101,2064987.783,6578353.426,176.707,WSE
21102,2064983.264,6578353.251,176.691,WSE
21103,2064978.688,6578352.777,176.671,WSE
21104,2064974.672,6578351.34,176.663,WSE
21105,2064972.327,6578349.635,176.69,WSE
21106,2064969.947,6578348.605,176.668,WSE
21107,2064967.426,6578346.802,176.63,WSE
21108,2064965.212,6578344.16,176.639,WSE
21109,2064964.133,6578341.216,176.685,WSE
21110,2064963.911,6578338.138,176.646,WSE
21111,2064964.289,6578334.83,176.618,WSE
21112,2064965.036,6578331.927,176.637,WSE
21113,2064966.507,6578329.557,176.618,WSE
21114,2064968.468,6578326.669,176.669,WSE
21115,2064970.687,6578324.188,176.623,WSE
21116,2064973.033,6578322.178,176.631,WSE
21117,2064975.407,6578320.701,176.629,WSE
21118,2064977.335,6578319.239,176.638,WSE
21119,2064978.817,6578321.873,176.658,WSE
21120,2064978.659,6578324.326,176.646,WSE
21121,2064979.996,6578325.407,176.618,WSE
21122,2064982.166,6578326.301,176.702,WSE
21123,2064983.998,6578328.462,176.647,WSE
21127,2064993.568,6578334.857,176.66,WSE
21128,2064996.368,6578335.944,176.604,WSE
21129,2064999.358,6578336.884,176.668,WSE
21130,2065002.414,6578338.415,176.694,WSE
21131,2065005.715,6578339.364,176.61,WSE
21132,2065009.269,6578340.069,176.674,WSE
21133,2065012.8,6578340.899,176.672,WSE
21134,2065016.333,6578341.686,176.66,WSE
21135,2065019.811,6578342.479,176.664,WSE
21136,2065023.28,6578343.754,176.682,WSE
21137,2065026.261,6578345.619,176.662,WSE
21138,2065028.415,6578348.248,176.679,WSE
21139,2065028.099,6578351.474,176.665,WSE
21140,2065026.641,6578353.987,176.61,WSE
21141,2065025.319,6578357.097,176.694,WSE
21142,2065022.724,6578360.816,176.658,WSE
21143,2065018.577,6578364.043,176.677,WSE
21144,2065015.387,6578367.485,176.705,WSE
21145,2065011.985,6578370.63,176.672,WSE
21146,2065008.947,6578373.703,176.66,WSE
21147,2065004.606,6578375.023,176.655,WSE
21148,2065001.073,6578374.524,176.671,WSE
21149,2064999.349,6578373.603,176.695,WSE
21150,2064996.849,6578374.714,176.66,WSE
21151,2064993.874,6578376.667,176.694,WSE
21152,2064990.386,6578377.58,176.693,WSE
21153,2064987.238,6578378.889,176.623,WSE
21156,2064988.741,6578379.251,176.715,WSE
21157,2064990.492,6578376.908,176.71,WSE
21158,2064990.918,6578374.459,176.669,WSE
21159,2064990.149,6578371.391,176.649,WSE
21161,2064988.505,6578368.476,176.655,WSE
21162,2064985.639,6578367.804,176.67,WSE
21163,2064982.512,6578368.828,176.688,WSE
21164,2064981.107,6578370.809,176.714,WSE
21165,2064980.138,6578372.258,176.679,WSE
